bookID,title,authors,average_rating,language_code,  num_pages,publisher,Imp_Features,bookID_idx
403,Americana,Don DeLillo,3.43,eng,377,Penguin Books,Americana Don DeLillo Penguin Books,148
404,Running Dog,Don DeLillo,3.43,eng,256,Vintage Contemporaries,Running Dog Don DeLillo Vintage Contemporaries,149
406,Cosmopolis,Don DeLillo,3.22,eng,224,Scribner,Cosmopolis Don DeLillo Scribner,150
407,Great Jones Street,Don DeLillo,3.48,eng,272,Penguin Books,Great Jones Street Don DeLillo Penguin Books,151
408,The Names,Don DeLillo,3.64,eng,339,Vintage,The Names Don DeLillo Vintage,152
409,Against the Day,Thomas Pynchon,4.13,eng,1085,Penguin Press,Against the Day Thomas Pynchon Penguin Press,153
410,V.,Thomas Pynchon,3.96,eng,547,Harper Perennial Modern Classics,V. Thomas Pynchon Harper Perennial Modern Classics,154
411,The Crying of Lot 49,Thomas Pynchon,3.69,eng,152,Harper Perennial,The Crying of Lot 49 Thomas Pynchon Harper Perennial,155
412,Gravity's Rainbow,Thomas Pynchon,4.01,eng,784,Penguin Books,Gravity's Rainbow Thomas Pynchon Penguin Books,156
413,Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,4.07,eng,773,Picador USA,Mason & Dixon Thomas Pynchon/Christophe Claro/Brice Matthieussent Picador USA,157
414,Vineland,Thomas Pynchon,3.69,en-US,385,Penguin Classics,Vineland Thomas Pynchon Penguin Classics,158
416,Slow Learner: Early Stories,Thomas Pynchon,3.5,eng,193,Back Bay Books,Slow Learner: Early Stories Thomas Pynchon Back Bay Books,159
418,Been Down So Long It Looks Like Up To Me,Richard Fariña/Thomas Pynchon,3.8,eng,352,Penguin Classics,Been Down So Long It Looks Like Up To Me Richard Fariña/Thomas Pynchon Penguin Classics,160
420,The Year of Magical Thinking,Joan Didion,3.89,en-US,227,Knopf Publishing Group,The Year of Magical Thinking Joan Didion Knopf Publishing Group,161
421,The White Album,Joan Didion,4.17,eng,222,Farrar Straus Giroux,The White Album Joan Didion Farrar Straus Giroux,162
422,A Book of Common Prayer,Joan Didion,3.8,eng,272,Vintage International,A Book of Common Prayer Joan Didion Vintage International,163
423,Where I Was From,Joan Didion,3.86,eng,240,Vintage,Where I Was From Joan Didion Vintage,164
424,Slouching Towards Bethlehem,Joan Didion,4.21,eng,238,Farrar Straus Giroux,Slouching Towards Bethlehem Joan Didion Farrar Straus Giroux,165
425,Democracy,Joan Didion,3.81,en-US,234,Vintage International,Democracy Joan Didion Vintage International,166
426,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,Joan Didion/John Leonard,4.5,eng,1122,Everyman's Library,We Tell Ourselves Stories in Order to Live: Collected Nonfiction Joan Didion/John Leonard Everyman's Library,167
428,Play It As It Lays,Joan Didion/David Thomson,3.87,eng,231,Farrar  Straus and Giroux,Play It As It Lays Joan Didion/David Thomson Farrar  Straus and Giroux,168
431,The New York Trilogy,Paul Auster/Art Spiegelman/Luc Sante,3.89,eng,308,Penguin Classics,The New York Trilogy Paul Auster/Art Spiegelman/Luc Sante Penguin Classics,169
432,City of Glass (The New York Trilogy  #1),Paul Auster,3.79,eng,203,Penguin Books,City of Glass (The New York Trilogy  #1) Paul Auster Penguin Books,170
434,Ghosts (The New York Trilogy  #2),Paul Auster,3.64,eng,96,Penguin Books,Ghosts (The New York Trilogy  #2) Paul Auster Penguin Books,171
435,The Locked Room (The New York Trilogy  #3),Paul Auster,3.89,eng,179,Sun and Moon Press,The Locked Room (The New York Trilogy  #3) Paul Auster Sun and Moon Press,172
444,Pyramids of Montauk: Explorations in Consciousness,Peter Moon/Preston B. Nichols/Nina Helms,3.89,eng,256,Sky Books (NY),Pyramids of Montauk: Explorations in Consciousness Peter Moon/Preston B. Nichols/Nina Helms Sky Books (NY),173
446,The Brooklyn Follies,Paul Auster,3.84,eng,306,Picador,The Brooklyn Follies Paul Auster Picador,174
447,Moon Palace,Paul Auster,3.94,eng,320,Penguin Books,Moon Palace Paul Auster Penguin Books,175
453,The Music of Chance,Paul Auster,3.9,en-US,217,Penguin Books,The Music of Chance Paul Auster Penguin Books,176
454,Travels in the Scriptorium,Paul Auster,3.23,eng,145,Henry Holt & Company,Travels in the Scriptorium Paul Auster Henry Holt & Company,177
456,Leviathan,Paul Auster,3.96,eng,275,Penguin Books,Leviathan Paul Auster Penguin Books,178
463,The Red Notebook: True Stories,Paul Auster,3.77,eng,104,New Directions,The Red Notebook: True Stories Paul Auster New Directions,179
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,eng,608,Penguin Books Ltd. (London),Collapse: How Societies Choose to Fail or Succeed Jared Diamond Penguin Books Ltd. (London),180
476,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb/Glen C. Strathy,3.4,en-US,211,Business Plus,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel Stephen Leeb/Glen C. Strathy Business Plus,181
477,Collapse of Complex Societies,Joseph A. Tainter,4.15,eng,262,Cambridge University Press,Collapse of Complex Societies Joseph A. Tainter Cambridge University Press,182
478,Bowling Alone: The Collapse and Revival of American Community,Robert D. Putnam,3.8,eng,544,Simon  Schuster,Bowling Alone: The Collapse and Revival of American Community Robert D. Putnam Simon  Schuster,183
481,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,3.91,eng,272,Ballantine Books,The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom Philip K. Howard Ballantine Books,184
484,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco,4.39,eng,576,W. W. Norton  Company,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America Joy Harjo/Gloria Bird/Beth Cuthand/Valerie Martinez/Patricia Blanco W. W. Norton  Company,185
493,My Inventions,Nikola Tesla,4.01,eng,88,Filiquarian Publishing  LLC.,My Inventions Nikola Tesla Filiquarian Publishing  LLC.,186
494,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J.  Seifer/William H. Terbo,3.78,eng,542,Citadel,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius Marc J.  Seifer/William H. Terbo Citadel,187
497,Nikola Tesla: A Spark of Genius,Carol Dommermuth-Costa,3.93,eng,144,Lerner Publications,Nikola Tesla: A Spark of Genius Carol Dommermuth-Costa Lerner Publications,188
498,Tesla Papers,Nikola Tesla/David Hatcher Childress,4.13,eng,100,Adventures Unlimited Press,Tesla Papers Nikola Tesla/David Hatcher Childress Adventures Unlimited Press,189
511,Boys of Summer,Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye,3.77,eng,249,Harlequin Blaze,Boys of Summer Julie Elizabeth Leto/Leslie Kelly/Kimberly Raye Harlequin Blaze,190
515,Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas/Chad Fowler/Andy Hunt,4.03,en-US,828,Pragmatic Bookshelf,Programming Ruby: The Pragmatic Programmers' Guide Dave Thomas/Chad Fowler/Andy Hunt Pragmatic Bookshelf,191
523,Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly/CliffsNotes/William Golding,3.95,eng,112,Cliffs Notes,Golding's Lord of the Flies (Cliffs Notes) Maureen Kelly/CliffsNotes/William Golding Cliffs Notes,192
524,Lord of the Flies,William Golding,3.68,eng,6,Listening Library (Audio),Lord of the Flies William Golding Listening Library (Audio),193
531,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,eng,397,Random House,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War Victor Davis Hanson Random House,194
534,We Were Not Like Other People,Ephraim Sevela/Antonina W. Bouis,4.14,eng,216,HarperCollins Publishers,We Were Not Like Other People Ephraim Sevela/Antonina W. Bouis HarperCollins Publishers,195
538,The Lovely Bones,Alice Sebold,3.81,en-US,532,Large Print Press,The Lovely Bones Alice Sebold Large Print Press,196
539,Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.8,eng,224,Ballantine Books,Lovely in Her Bones (Elizabeth MacPherson  #2) Sharyn McCrumb Ballantine Books,197
565,The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea/Molly E. Holzschlag,3.98,en-US,296,Peachpit Press,The Zen of CSS Design: Visual Enlightenment for the Web Dave Shea/Molly E. Holzschlag Peachpit Press,198
570,HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.8,en-US,456,Peachpit Press,HTML  XHTML  and CSS (Visual Quickstart Guide) Elizabeth Castro Peachpit Press,199
597,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,eng,245,Scribner,Killing Yourself to Live: 85% of a True Story Chuck Klosterman Scribner,200
599,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,3.73,eng,272,Scribner,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto Chuck Klosterman Scribner,201
619,Vice (V  #8),Jane Feather,3.51,eng,419,Bantam,Vice (V  #8) Jane Feather Bantam,202
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M. Pirsig,3.77,eng,540,HarperTorch,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1) Robert M. Pirsig HarperTorch,203
639,Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,eng,32,Walker & Company,Once Upon a Cool Motorcycle Dude Kevin O'Malley/Carol Heyer/Scott Goto Walker & Company,204
643,Motorcycle Basics Techbook,John Harold Haynes,3.85,eng,222,Haynes Manuals N. America  Inc.,Motorcycle Basics Techbook John Harold Haynes Haynes Manuals N. America  Inc.,205
650,LOGO Lounge: 2 000 International Identities by Leading Designers,Catharine M. Fishel/Bill Gardner,3.93,eng,191,Rockport Publishers,LOGO Lounge: 2 000 International Identities by Leading Designers Catharine M. Fishel/Bill Gardner Rockport Publishers,206
655,The Death of Ivan Ilych And Other Stories,Leo Tolstoy/Hugh McLean,4.11,eng,304,Signet Classics,The Death of Ivan Ilych And Other Stories Leo Tolstoy/Hugh McLean Signet Classics,207
656,War and Peace,Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude,4.11,eng,1392,Oxford University Press,War and Peace Leo Tolstoy/Henry Gifford/Aylmer Maude/Louise Maude Oxford University Press,208
658,The Kingdom of God Is Within You,Leo Tolstoy/Constance Garnett,4.13,eng,352,Dover Publications,The Kingdom of God Is Within You Leo Tolstoy/Constance Garnett Dover Publications,209
662,Atlas Shrugged,Ayn Rand/Leonard Peikoff,3.69,eng,1168,Plume,Atlas Shrugged Ayn Rand/Leonard Peikoff Plume,210
663,For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,eng,224,Signet Book,For the New Intellectual: The Philosophy of Ayn Rand Ayn Rand Signet Book,211
664,The Fountainhead,Ayn Rand,3.87,en-US,752,Dutton,The Fountainhead Ayn Rand Dutton,212
665,The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand/Nathaniel Branden,3.51,eng,176,Signet,The Virtue of Selfishness: A New Concept of Egoism Ayn Rand/Nathaniel Branden Signet,213
667,Anthem,Ayn Rand,3.63,eng,105,NAL,Anthem Ayn Rand NAL,214
668,We the Living,Ayn Rand/Leonard Peikoff,3.91,eng,464,Signet,We the Living Ayn Rand/Leonard Peikoff Signet,215
669,Capitalism: The Unknown Ideal,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,3.88,eng,340,Signet,Capitalism: The Unknown Ideal Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen Signet,216
670,Letters of Ayn Rand,Ayn Rand/Michael S. Berliner/Leonard Peikoff,3.96,eng,681,NAL,Letters of Ayn Rand Ayn Rand/Michael S. Berliner/Leonard Peikoff NAL,217
672,Sailing for Dummies,J.J. Isler/Peter Isler,3.95,eng,416,For Dummies,Sailing for Dummies J.J. Isler/Peter Isler For Dummies,218
675,Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.88,eng,368,Delacorte Press,Sailing from Byzantium: How a Lost Empire Shaped the World Colin  Wells Delacorte Press,219
676,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,eng,192,Random House Trade Paperbacks,Sailing Alone Around the Room: New and Selected Poems Billy Collins Random House Trade Paperbacks,220
678,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.62,eng,286,Lyons Press,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories Christopher Caswell Lyons Press,221
681,"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.09,en-US,571,Alliance Publishing,"Natural Cures ""They"" Don't Want You to Know about Kevin Trudeau Alliance Publishing",222
685,The Natural,Bernard Malamud/Kevin Baker,3.63,eng,231,Farrar Straus Giroux,The Natural Bernard Malamud/Kevin Baker Farrar Straus Giroux,223
698,Digging to America,Anne Tyler,3.55,eng,277,Alfred A. Knopf,Digging to America Anne Tyler Alfred A. Knopf,224
700,Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo/Bonnie Lisle,3.77,eng,826,Bedford Books,Rereading America: Cultural Contexts for Critical Thinking and Writing Gary Colombo/Bonnie Lisle Bedford Books,225
702,Modern Latin America,Thomas E. Skidmore/Peter H. Smith,3.59,en-US,528,Oxford University Press  USA,Modern Latin America Thomas E. Skidmore/Peter H. Smith Oxford University Press  USA,226
703,The Plot Against America,Philip Roth,3.77,eng,391,Vintage International,The Plot Against America Philip Roth Vintage International,227
759,Collected Stories,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,eng,352,Harper Perennial Modern Classics,Collected Stories Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein Harper Perennial Modern Classics,228
765,Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,3.99,eng,533,Vintage,Living to Tell the Tale Gabriel García Márquez/Edith Grossman Vintage,229
771,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,eng,425,Vintage Books USA,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory Brian Greene Vintage Books USA,230
775,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon/Thanissaro Bhikkhu,4.29,eng,288,Wisdom Publications,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman Upasika Kee Nanayon/Thanissaro Bhikkhu Wisdom Publications,231
787,The Mini Rough Guide to London,Rob Humphreys/Beth Chaplin/Rebecca Morrill,3.75,eng,363,Rough Guides,The Mini Rough Guide to London Rob Humphreys/Beth Chaplin/Rebecca Morrill Rough Guides,232
793,Best of London (Lonely Planet Best Of),Lonely Planet/Sarah Johnstone/Steve Fallon,3.83,eng,128,Lonely Planet,Best of London (Lonely Planet Best Of) Lonely Planet/Sarah Johnstone/Steve Fallon Lonely Planet,233
799,Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet/Mark Honan,0,eng,295,Lonely Planet,Out to Eat London 2002 (Lonely Planet Out to Eat) Lonely Planet/Mark Honan Lonely Planet,234
815,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.88,eng,287,Mariner Books,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager H.G. Bissinger Mariner Books,235
816,Cryptonomicon,Neal Stephenson,4.25,eng,1139,Avon,Cryptonomicon Neal Stephenson Avon,236
822,The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,en-US,815,William Morrow Paperbacks,The Confusion (The Baroque Cycle  #2) Neal Stephenson William Morrow Paperbacks,237
823,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,eng,927,HarperCollins Perennial,Quicksilver (The Baroque Cycle  #1) Neal Stephenson HarperCollins Perennial,238
824,The Cobweb,Neal Stephenson/J. Frederick George,3.61,eng,448,Spectra Books,The Cobweb Neal Stephenson/J. Frederick George Spectra Books,239
826,The Big U,Neal Stephenson,3.25,en-US,308,William Morrow Paperbacks,The Big U Neal Stephenson William Morrow Paperbacks,240
827,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,4.19,eng,499,Spectra,The Diamond Age: Or  A Young Lady's Illustrated Primer Neal Stephenson/Pedro Jorge Romero Spectra,241
828,Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,eng,640,Spectra,Interface Neal Stephenson/George F. Jewsbury/Stephen  Bury Spectra,242
829,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.2,en-US,464,HarperTorch,Odalisque (The Baroque Cycle  Vol. 1  Book 3) Neal Stephenson HarperTorch,243
830,Snow Crash,Neal Stephenson/Guy Abadia,4.03,eng,438,Bantam Books,Snow Crash Neal Stephenson/Guy Abadia Bantam Books,244
834,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,4.16,eng,450,Two Plus Two Publishing LLC,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame Dan Harrington/Bill Robertie Two Plus Two Publishing LLC,245
835,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington/Bill Robertie,4.24,eng,381,Two Plus Two Publishing LLC,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play Dan Harrington/Bill Robertie Two Plus Two Publishing LLC,246
840,The Design of Everyday Things,Donald A. Norman,4.17,eng,240,Basic Books,The Design of Everyday Things Donald A. Norman Basic Books,247
841,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.95,eng,272,Basic Books,Emotional Design: Why We Love (or Hate) Everyday Things Donald A. Norman Basic Books,248
842,The Psychology of Everyday Things,Donald A. Norman,4.17,eng,257,Basic Books,The Psychology of Everyday Things Donald A. Norman Basic Books,249
864,The Alchemist,Paulo Coelho/Alan R. Clarke/James Noel Smith,3.86,eng,192,HarperOne,The Alchemist Paulo Coelho/Alan R. Clarke/James Noel Smith HarperOne,250
866,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,4.57,eng,192,VIZ Media LLC,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9) Hiromu Arakawa/Akira Watanabe VIZ Media LLC,251
868,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,4.56,eng,192,VIZ Media LLC,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3) Hiromu Arakawa/Akira Watanabe VIZ Media LLC,252
